	anomaly_score	is_anomaly	is_anomaly_label
0	0.1509806838731268	False	Normal
1	0.12954090011025576	False	Normal
2	0.1509268162453551	False	Normal
3	0.15227057525142962	False	Normal
4	0.1119850008179924	False	Normal
5	0.1662315530895359	False	Normal
6	0.11492925502134782	False	Normal
7	0.11250828554549464	False	Normal
8	-0.012064949982192763	True	Anomaly
9	0.14643716717281446	False	Normal
10	0.10706374858233336	False	Normal
11	0.011175082279807902	False	Normal
12	0.15878912904741144	False	Normal
13	0.15565435618116547	False	Normal
14	0.13966363126038023	False	Normal
15	0.15807873678822043	False	Normal
16	0.14482384322691788	False	Normal
17	0.15582960588918804	False	Normal
18	0.14838230279921644	False	Normal
19	0.15510215693089058	False	Normal
20	0.16449666710701955	False	Normal
21	0.14396431922324043	False	Normal
22	-0.09575710681795013	True	Anomaly
23	-0.01977798387461882	True	Anomaly
24	0.1337650311995624	False	Normal
25	0.14735737054711445	False	Normal
26	-0.14495096049897394	True	Anomaly
27	0.15332720428807	False	Normal
28	0.1430275378958733	False	Normal
29	0.1381670009672325	False	Normal
30	0.14022452204676877	False	Normal
31	0.13551649026795837	False	Normal
32	0.14193549682884582	False	Normal
33	0.1560153060791754	False	Normal
34	0.10107032547154793	False	Normal
35	0.1522006198526326	False	Normal
36	0.15827107114184868	False	Normal
37	0.13346004417495339	False	Normal
38	0.1412208318954971	False	Normal
39	0.08157255542120445	False	Normal
40	0.14166559371617615	False	Normal
41	0.13677552634931261	False	Normal
42	0.15033579514720952	False	Normal
43	0.1305389676202418	False	Normal
44	0.12988605733817454	False	Normal
45	0.16051375551912728	False	Normal
46	0.11125768599945712	False	Normal
47	0.11748501803261852	False	Normal
48	0.12395562664092913	False	Normal
49	0.15504563363917312	False	Normal
50	0.1529366160998476	False	Normal
51	0.15833381616506625	False	Normal
52	0.12352253033356625	False	Normal
53	0.14762680079106388	False	Normal
54	0.15534250534594318	False	Normal
55	0.15637101225268202	False	Normal
56	0.139733840490179	False	Normal
57	0.15227742445622378	False	Normal
58	0.13175683947555433	False	Normal
59	0.15932297433384668	False	Normal
60	0.13086749678067594	False	Normal
61	0.03800770405556814	False	Normal
62	0.13516066445183333	False	Normal
63	0.1592003956986997	False	Normal
64	0.006190925454599483	False	Normal
65	0.1285308880105504	False	Normal
66	0.141889537168863	False	Normal
67	0.1395241390185593	False	Normal
68	0.12132539013015414	False	Normal
69	0.11720090823471058	False	Normal
70	0.13863190412652987	False	Normal
71	0.1279788002633651	False	Normal
72	0.06648240374641212	False	Normal
73	0.13368320182706284	False	Normal
74	0.10210643356542132	False	Normal
75	0.16172990929411585	False	Normal
76	0.13308898902510624	False	Normal
77	0.03963539458238863	False	Normal
78	0.10967826967226862	False	Normal
79	0.13947426979462774	False	Normal
80	0.15057830293527685	False	Normal
81	0.1655543444552463	False	Normal
82	0.13496872404848503	False	Normal
83	0.13605737238845295	False	Normal
84	0.14528707056856666	False	Normal
85	0.15049423245896404	False	Normal
86	0.1354919053267219	False	Normal
87	0.16081039769335093	False	Normal
88	0.02388301841283863	False	Normal
89	-0.06210408676105594	True	Anomaly
90	-0.01256059310826474	True	Anomaly
91	0.15013960161894063	False	Normal
92	0.14970546613829305	False	Normal
93	0.13541529454000212	False	Normal
94	0.1352116526426267	False	Normal
95	0.13809527469071092	False	Normal
96	0.13809527469071092	False	Normal
97	0.16055594024504555	False	Normal
98	0.13238960182416465	False	Normal
99	0.15732472390534336	False	Normal
100	0.13303855841701873	False	Normal
101	0.13468621939658532	False	Normal
102	0.13563178946342735	False	Normal
103	0.13640096118053496	False	Normal
104	0.10247317737670303	False	Normal
105	0.10747090591195485	False	Normal
106	0.12067766275123293	False	Normal
107	0.13428648530962234	False	Normal
108	0.15294544951257882	False	Normal
109	0.12446794985610887	False	Normal
110	0.13917265748282037	False	Normal
111	0.13396235750211766	False	Normal
112	0.13917265748282037	False	Normal
113	0.13642177835189095	False	Normal
114	0.1534653835820235	False	Normal
115	0.12534952598503496	False	Normal
116	0.14179665571598576	False	Normal
117	0.1411633602487118	False	Normal
118	0.14176004011767107	False	Normal
119	0.13803401442756158	False	Normal
120	0.14170149256371378	False	Normal
121	0.14170149256371378	False	Normal
122	0.14207704952168215	False	Normal
123	0.13325018199282174	False	Normal
124	0.1358642672327368	False	Normal
125	0.1421844741097812	False	Normal
126	0.1558070373041337	False	Normal
127	0.13550378167132893	False	Normal
128	0.15534002716784512	False	Normal
129	0.15637562687898066	False	Normal
130	0.10829296158354074	False	Normal
131	0.15208101356855264	False	Normal
132	0.15251314091293156	False	Normal
133	0.15146590061497034	False	Normal
134	0.12604868488792836	False	Normal
135	0.13648235098456757	False	Normal
136	0.15248139562397295	False	Normal
137	0.1488855433576433	False	Normal
138	0.11840414585588172	False	Normal
139	0.13105619320689027	False	Normal
140	0.1311297977001888	False	Normal
141	0.13223814188013283	False	Normal
142	0.1311297977001888	False	Normal
143	0.1324434437301299	False	Normal
144	0.1311297977001888	False	Normal
145	0.14519325939245115	False	Normal
146	0.14150699789186733	False	Normal
147	0.14763225254609658	False	Normal
148	0.12977989135714807	False	Normal
149	0.14547484811141648	False	Normal
150	0.14624861622906515	False	Normal
151	0.1389106166297206	False	Normal
152	0.14614006961124287	False	Normal
153	0.16301540943335036	False	Normal
154	0.1605113776678868	False	Normal
155	0.15571087773658804	False	Normal
156	0.0837007841702555	False	Normal
157	-0.058274898484869886	True	Anomaly
158	-0.058274898484869886	True	Anomaly
159	0.10521917879159132	False	Normal
160	0.14943161575031066	False	Normal
161	0.12083197806121043	False	Normal
162	0.14224739352561594	False	Normal
163	0.12431807623331298	False	Normal
164	0.15584409056613563	False	Normal
165	0.16081585097933426	False	Normal
166	0.12988169698350593	False	Normal
