2019-12-02 18:52:42	Earth	Edge	Android	/ad_click?n=1&f=1&d=www.amazon.ca&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=5314&q=sh%20rug%20gasmaker%20matty&ct=CA&kl=wt-wt&kp=-1	
2019-12-02 16:30:07	Earth	Edge	Android	/ad_click?n=1&f=1&d=regus.ca&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=2485&q=poky%20gloze%20bedikah%20gangliac&ct=CA&kl=wt-wt&kp=-1	
2019-12-02 13:04:19	Mars	Safari	Android	/ad_click?n=1&f=1&d=www.heathrowexpress.com&sld=1&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=2983&q=trickily%20voetian&ct=SE&kl=se-sv&kp=-1	
2019-12-02 07:35:56	Mars	Chrome	Android	/ad_click?n=1&f=1&d=www.heathrowexpress.com&sld=1&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=1046&q=trickily%20voetian&ct=GB&kl=wt-wt&kp=-2	
2019-12-02 08:59:14	Earth	Chrome	Android	/ad_click?n=1&f=1&d=www.greyhound.com&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=19057&q=stylidium&ct=CA&kl=wt-wt&kp=-1	
2019-12-02 13:49:38	Mars	Chrome	Android	/ad_click?n=1&f=1&d=free.messianicbible.com&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=6312&q=zorils%20vista%20gilliflower&ct=GB&kl=wt-wt&kp=-1	
2019-12-02 08:15:59	Mars	Chrome	Android	/ad_click?n=1&f=1&d=booking.com&sld=1&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=5824&q=obidicut%20tours&ct=IL&kl=wt-wt&kp=-2	
2019-12-02 17:35:25	Mars	Chrome	Android	/ad_click?n=1&f=1&d=www.thomann.de&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=124&q=v4%20d%20testa&ct=DE&kl=de-de&kp=-1&lsexp1=b	
2019-12-02 17:23:14	Mars	Edge	Android	/ad_click?n=1&f=1&d=omio.com&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=4605&q=hond&ct=FR&kl=wt-wt&kp=-1	
2019-12-02 18:35:11	Mars	Edge	Android	/ad_click?n=1&f=1&d=www.ehonissa.com&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=3252&q=e4%20cady%20gerland&ct=GB&kl=uk-en&kp=-1	
2019-12-02 04:36:41	Mars	Edge	Android	/ad_click?n=1&f=1&d=www.jumeirah.com&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=4353&q=firespout%20teind%20vuln%20teated&ct=GB&kl=wt-wt&kp=-1	
2019-12-02 10:22:15	Mars	UCBrowser	Android	/ad_click?n=1&f=1&d=www.TopChats.com&sld=1&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=6705&q=kuki&ct=SE&kl=wt-wt&kp=-1	
2019-12-02 05:36:13	Mars	Edge	Android	/ad_click?n=1&f=1&d=www.homeoanimo.com&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=3908&q=kuki%20laughably%20ebonising&ct=FR&kl=fr-fr&kp=-1	
2019-12-02 12:41:06	Mars	Edge	Android	/ad_click?n=1&f=1&d=www.Chat2Date.co.uk&sld=1&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=6027&q=kuki%20eide%20ui%20dwayne&ct=GB&kl=wt-wt&kp=-1	
2019-12-02 08:34:00	Mars	Edge	Android	/ad_click?n=1&f=1&d=www.clearabee.co.uk&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=2582&q=baluch%20dray%20inta%20deterrer&ct=GB&kl=uk-en&kp=-2&bkl=r1-7	
2019-12-02 08:18:15	Mars	Chrome	Android	/ad_click?n=1&f=1&d=www.amazon.co.uk&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=55829&q=tailcoat%20amnia%20chuff%20immalleable&ct=GB&kl=wt-wt&kp=-1&bkl=r1-8	
2019-12-02 18:35:15	Earth	Chrome	Android	/ad_click?n=1&f=1&d=www.amazon.ca&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=6415&q=oh%20medlar%20an%20gabler&ct=CA&kl=ca-en&kp=-2	
2019-12-02 15:54:18	Mars	Chrome	Android	/ad_click?n=1&f=1&d=www.pflegehilfe.org&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=105385&q=humeroulnar%20wmk%20pickedevant%20rann&ct=AT&kl=wt-wt&kp=-1&lsexp1=a	
2019-12-02 03:43:31	Mars	Chrome	Android	/ad_click?n=1&f=1&d=10mejoresevaluaciones.com&sld=1&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=8198&q=overgrasping%20capsomer&ct=ES&kl=wt-wt&kp=-1&bkl=r1-0	
2019-12-02 15:42:54	Mars	Edge	Android	/ad_click?n=1&f=1&d=www.deubner-steuern.de&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=5372&q=laparogastrotomy&ct=DE&kl=de-de&kp=-1	
2019-12-02 00:31:47	Mars	Edge	Android	/ad_click?n=1&f=1&d=www.jobworld.de&sld=0&st=mobile_search_intl&nt=0&r=0&adx=none&adx_name=none&ttc=4767&q=loricariidae%20misarticulated%20microcoding&ct=DE&kl=wt-wt&kp=-1	
